296.55,-11,NaN
296.6,-11,NaN
296.65,-11,NaN
296.7,-11,NaN
296.75,-11,NaN
296.8,-11,NaN
296.85,-11,NaN
296.9,-11,NaN
296.95,-11,NaN
297,-11,NaN
297.05,-11,NaN
297.1,-11,NaN
297.15,-11,NaN
297.2,-11,NaN
297.25,-11,NaN
297.3,-11,NaN
297.35,-11,NaN
297.4,-11,NaN
297.45,-11,NaN
297.5,-11,NaN
297.55,-11,NaN
297.6,-11,NaN
297.65,-11,NaN
297.7,-11,NaN
297.75,-11,NaN
297.8,-11,NaN
297.85,-11,NaN
297.9,-11,NaN
297.95,-11,NaN
298,-11,NaN
298.05,-11,NaN
298.1,-11,NaN
298.15,-11,NaN
298.2,-11,NaN
298.25,-11,NaN
298.3,-11,NaN
298.35,-11,NaN
298.4,-11,NaN
298.45,-11,NaN
298.5,-11,NaN
298.55,-11,NaN
298.6,-11,NaN
298.65,-11,NaN
298.7,-11,NaN
298.75,-11,NaN
298.8,-11,NaN
298.85,-11,NaN
298.9,-11,NaN
298.95,-11,NaN
299,-11,NaN
299.05,-11,NaN
299.1,-11,NaN
299.15,-11,NaN
299.2,-11,NaN
299.25,-11,NaN
299.3,-11,NaN
299.35,-11,NaN
299.4,-11,NaN
299.45,-11,NaN
299.5,-11,NaN
299.55,-11,NaN
299.6,-11,NaN
299.65,-11,NaN
299.7,-11,NaN
299.75,-11,NaN
299.8,-11,NaN
299.85,-11,NaN
299.9,-11,NaN
299.95,-11,NaN
300,-11,NaN
300.05,-11,NaN
300.1,-11,NaN
300.15,-11,NaN
300.2,-11,NaN
300.25,-11,NaN
300.3,-11,NaN
300.35,-11,NaN
300.4,-11,NaN
300.45,-11,NaN
300.5,-11,NaN
300.55,-11,NaN
300.6,-11,NaN
300.65,-11,NaN
300.7,-11,NaN
300.75,-11,NaN
300.8,-11,NaN
300.85,-11,NaN
300.9,-11,NaN
300.95,-11,NaN
301,-11,NaN
301.05,-11,NaN
301.1,-11,NaN
301.15,-11,NaN
301.2,-11,NaN
301.25,-11,NaN
301.3,-11,NaN
301.35,-11,NaN
301.4,-11,NaN
301.45,-11,NaN
301.5,-11,NaN
301.55,-11,NaN
301.6,-11,NaN
301.65,-11,NaN
301.7,-11,NaN
301.75,-11,NaN
301.8,-11,NaN
301.85,-11,NaN
301.9,-11,NaN
301.95,-11,NaN
302,-11,NaN
302.05,-11,NaN
302.1,-11,NaN
302.15,-11,NaN
302.2,-11,NaN
302.25,-11,NaN
302.3,-11,NaN
302.35,-11,NaN
302.4,-11,NaN
302.45,-11,NaN
302.5,-11,NaN
302.55,-11,NaN
302.6,-11,NaN
302.65,-11,NaN
302.7,-11,NaN
302.75,-11,NaN
302.8,-11,NaN
302.85,-11,NaN
302.9,-11,NaN
302.95,-11,NaN
303,-11,NaN
274,-11.05,NaN
274.05,-11.05,NaN
274.1,-11.05,NaN
274.15,-11.05,NaN
274.2,-11.05,NaN
274.25,-11.05,NaN
274.3,-11.05,NaN
274.35,-11.05,NaN
274.4,-11.05,NaN
274.45,-11.05,NaN
274.5,-11.05,NaN
274.55,-11.05,NaN
274.6,-11.05,NaN
274.65,-11.05,NaN
274.7,-11.05,NaN
274.75,-11.05,NaN
274.8,-11.05,NaN
274.85,-11.05,NaN
274.9,-11.05,NaN
274.95,-11.05,NaN
275,-11.05,NaN
275.05,-11.05,NaN
275.1,-11.05,NaN
275.15,-11.05,NaN
275.2,-11.05,NaN
275.25,-11.05,NaN
275.3,-11.05,NaN
275.35,-11.05,NaN
275.4,-11.05,NaN
275.45,-11.05,NaN
275.5,-11.05,NaN
275.55,-11.05,NaN
275.6,-11.05,NaN
275.65,-11.05,NaN
275.7,-11.05,NaN
275.75,-11.05,NaN
275.8,-11.05,NaN
275.85,-11.05,NaN
275.9,-11.05,NaN
275.95,-11.05,NaN
276,-11.05,NaN
