-72.5348,-5.21393,-34.224
-61.8336,-5.35254,-34.0527
-76.3742,-5.91155,-34.6346
-71.9695,-5.96203,-35.163
-74.3867,-6.03405,-33.3129
-68.3267,-6.33169,-34.0378
-77.3977,-6.35568,-39.8071
-77.8991,-6.57176,-46.9026
-75.6295,-6.57789,-34.3264
-78.4064,-6.7893,-55.1223
-78.9885,-7.03749,-32.3321
-78.8133,-6.96298,-46.9026
-78.6782,-6.90525,-53.5901
-72.1343,-7.03522,-35.9038
-79.3748,-7.2013,-15.9647
-76.8788,-7.11873,-38.1127
-74.8539,-7.23264,-34.7944
-77.3054,-7.30189,-41.9472
-80.0117,-7.47007,-23.0349
-78.43,-7.78089,-42.3977
-78.2663,-7.71155,-56.6545
-78.0512,-7.62021,-56.961
-78.8768,-7.96949,-18.4865
-78.6827,-7.88775,-25.275
-76.2436,-7.83359,-36.6379
-76.8708,-8.10203,-40.9171
-79.6423,-8.29059,-19.4998
-79.3245,-8.15767,-13.6804
-74.7621,-8.18586,-34.4164
-72.7878,-8.32179,-35.0263
-79.7753,-8.34589,-36.705
-77.7347,-8.46869,-63.5712
-77.4686,-8.35619,-59.4125
-78.2327,-8.67854,-23.3741
-78.0376,-8.59647,-41.148
-77.9129,-8.54397,-57.2642
-71.1407,-8.59598,-34.3368
-69.0905,-8.68483,-34.3368
-60.127,-8.55648,-36.4317
-78.6785,-8.86522,-13.8436
-76.1993,-8.80281,-37.0369
-79.0704,-9.02855,-15.6111
-63.2726,-9.03794,-36.22
-79.2483,-9.10234,-29.3873
-77.0667,-9.17042,-57.7146
-74.7143,-9.15765,-35.0263
-65.623,-9.12102,-36.0897
-77.6332,-9.40848,-55.4622
-77.4245,-9.32098,-64.0217
-70.4896,-9.30885,-33.6759
-77.8503,-9.49923,-31.5774
-75.3748,-9.44029,-37.0675
-78.4356,-9.74273,-15.2317
-78.1715,-9.6331,-16.2113
-76.1052,-9.75039,-43.599
-78.8458,-9.91242,-22.5791
-69.6325,-9.93055,-34.8185
-78.996,-9.97428,-32.616
