;latitud;longitud;profundidad;magnitud;err_prof;err_h
513;-32.457;-69.957;130.6;3.3;2.1;1.45
514;-31.916;-71.139;65.5;3.1;5.2;0.95
515;-33.022;-70.292;107;2.7;2.9;1.8
516;-33.188;-70.441;94.5;2.6;1.1;0.7
517;-31.415;-69.878;160.5;4.2;4.3;2.6
518;-37.286;-72.421;74.4;3.6;3.1;1
519;-31.104;-71.451;39.4;4.3;0.5;1
520;-31.843;-70.416;114.8;4;4.6;2.2
521;-31.06;-71.331;50.6;4.6;3.3;2
522;-31.471;-71.736;20;0;2.5;2.3
523;-31.799;-71.912;28.1;4;2.7;2.25
524;-33.889;-71.174;55;0;2.3;0.95
525;-30.819;-71.173;47.5;4;1.6;1.4
526;-34.227;-70.962;77.5;0;2.6;1
527;-37.684;-71.701;94.8;3.7;13.9;4.85
528;-34.36;-70.207;7.2;3.9;0.8;0.6
529;-33.964;-72.263;23.4;3.8;10.1;0.85
530;-34.397;-73.269;23.3;3.7;0.7;0.65
531;-32.494;-70.222;104.7;4.6;4.7;2.55
532;-32.02;-70.594;117.8;3.3;2.9;1.9
533;-34.65;-71.087;88.6;3.3;1.2;0.7
534;-32.042;-71.178;71.5;3.4;4.7;2.25
535;-35.06;-69.93;23.9;3.8;1.7;1.35
536;-32.296;-71.544;40.9;3.7;1.1;1.25
537;-31.087;-71.749;36.3;4.2;34.3;9.9
538;-30.408;-71.44;35.5;4.5;1.9;1.45
539;-32.676;-70.099;116.2;3.8;1.6;1.05
540;-32.597;-71.874;20.8;4;2;0.7
541;-35.372;-71.178;116.3;3;2.3;2.05
542;-34.071;-70.098;6.6;3.7;0.9;0.75
543;-33.392;-70.416;96.1;2.8;0.7;0.4
544;-34.865;-71.042;97.3;2.3;1.6;1.4
545;-33.402;-68.598;11.9;4.3;3.5;1.55
546;-34.662;-71.914;11.8;0;14.3;5.95
547;-31.734;-71.842;23.6;4.3;1.4;0.9
548;-32.174;-69.927;138;3.8;2.2;1.35
549;-34.616;-70.759;98.6;2.9;0.8;0.5
550;-34.845;-71.041;97.3;0;2.9;1.85
551;-31.652;-69.785;182.7;0;3.8;3.1
552;-33.028;-72.018;8.3;3.4;1.2;1.25
553;-34.275;-70.017;3.5;3.3;1.3;1
554;-35.549;-71.352;100.8;0;6.1;2.3
555;-35.545;-71.393;80.5;0;5.4;1.6
556;-32.353;-71.543;29.7;3.9;1.3;0.9
557;-33.262;-70.625;90.3;2.2;1.2;0.6
558;-34.205;-70.562;111.6;0;1.9;0.85
559;-34.14;-70.677;93.2;2.1;0.9;0.45
560;-31.292;-69.292;201.2;3.7;5.3;3.65
561;-34.657;-72.387;25.6;3.9;2.4;1.45
562;-34.034;-70.327;2.2;0;33.3;1.6
563;-33.903;-70.705;81.5;3.3;0.7;0.35
564;-34.244;-72.259;38.9;4;1.1;0.65
565;-34.609;-70.681;112.7;2.9;1.6;0.95
566;-32.99;-70.439;96.2;3.1;0.7;0.45
567;-34.539;-70.964;90.7;4.1;1.3;0.7
568;-29.217;-70.998;33.4;4.6;2.7;3.3
569;-32.367;-71.56;39;3.6;4.2;1.8
570;-33.561;-71.609;38.5;3.8;1.6;0.6
571;-31.455;-71.374;49.1;4;27.4;1.6
572;-35.458;-71.449;44.3;3.8;3.7;3.3
573;-33.023;-72.043;10.5;3.5;10.7;4.15
574;-33.023;-72.005;14.9;3.5;7.7;3.8
575;-34.401;-71.174;150;2.5;5.9;5.5
576;-31.892;-68.867;173.7;3.6;9.6;3.75
577;-29.757;-71.251;36.5;4.3;1;1
578;-31.611;-69.703;192.3;3.9;5;3.65
579;-32.222;-69.953;142.5;2.7;3.4;2.35
580;-32.338;-70.533;101.4;2.6;3.6;2.3
581;-33.039;-70.149;106.3;2.5;1.8;1.4
582;-32.625;-71.641;7.2;3.7;6.9;2.75
583;-32.775;-71.729;15.9;3.4;43.4;0.9
584;-33.481;-70.824;71.2;3.6;1.6;0.65
585;-33.676;-72.478;4.6;4.5;3.2;1
586;-31.973;-70.69;115.6;3.8;3.7;2.95
587;-32.861;-68.547;20;3.9;5.9;1.15
588;-35.055;-70.559;15.3;3.9;12;4.85
589;-34.483;-70.777;101;3.4;0.7;0.6
590;-30.422;-72.018;25.4;4.6;78.3;22.85
591;-33.019;-70.399;5.4;3.1;2;1.2
592;-33.446;-69.96;7.2;3.8;1.2;1
593;-34.443;-70.468;124.5;2.9;1;0.6
594;-34.741;-71.767;40;4.4;1.2;1.1
595;-31.258;-69.429;148.4;3.9;8.6;4.2
596;-31.343;-69.468;225.4;3.6;3.9;3.15
597;-33.733;-71.227;57.7;0;1;0.35
598;-31.802;-70.246;121.6;3.9;3.8;1.85
599;-32.697;-71.842;6.8;3.9;1.9;1.3
600;-33.612;-70.38;100.1;3.5;1.1;0.7
601;-32.292;-71.603;7;3.6;17.9;6.9
602;-32.171;-69.773;144.2;3.1;3.3;2.6
603;-32.531;-71.684;14.7;3.7;7.4;3.2
604;-32.23;-69.909;139.2;2.7;2.5;1.75
605;-34.032;-70.773;99.1;0;1.2;0.6
606;-34.478;-70.476;126;0;1.7;1.1
607;-32.542;-71.479;14.8;3.5;8;3.1
608;-33.918;-70.391;115.2;6;2.9;2.15
609;-33.941;-70.397;108.3;2.6;1.9;1.5
610;-33.494;-72.063;47.5;3.9;1.3;1.25
611;-33.912;-70.361;109;2.6;1.7;1.4
612;-33.884;-70.33;111.1;2.2;2.1;2.25
613;-33.939;-70.425;109.4;3.3;0.9;0.7
614;-33.887;-70.434;111;2.5;1.7;1.25
615;-33.9;-70.405;110.3;2.5;1.4;1.15
616;-33.896;-70.351;109.7;3.1;1.4;1
617;-33.897;-70.441;109.2;2.8;1.6;1.05
618;-33.451;-70.851;70.7;2.1;2.3;0.9
619;-32.917;-70.244;111.4;2.5;1.4;0.9
620;-33.892;-70.409;112.9;2.3;1.7;1.25
621;-32.971;-70.547;88.9;3;0.9;0.45
622;-33.883;-70.408;109.3;3.3;1.2;0.8
623;-33.013;-70.278;98;2.3;1;0.7
624;-33.935;-70.427;113;2.5;1.8;1.3
625;-33.014;-70.85;76.3;2.8;1.3;0.55
626;-32.173;-69.06;0.2;4.1;4.1;2.5
627;-32.926;-70.422;92.6;2.5;2.8;1.85
628;-32.767;-71.753;14.3;4;1.3;1.05
629;-29.228;-68.549;217.8;4.8;22.3;10
630;-35.42;-71.636;89.3;3;2.5;1.9
631;-33.899;-70.249;110.3;2.8;2.2;1.7
632;-29.273;-71.718;22.2;4.3;2.4;1.75
633;-33.415;-70.183;110;2.5;1.7;1.45
634;-39.396;-72.163;88.2;4.1;13.9;5.75
635;-33.896;-70.346;111.1;2.5;2;1.25
636;-32.692;-70.829;85.4;2.5;1.7;1.05
637;-32.611;-71.747;14.9;3.8;5.4;2.2
638;-34.336;-70.654;108.7;2.5;1.6;0.95
639;-34.148;-70.462;104.5;2.2;1.8;1.05
640;-32.564;-71.743;15;3.8;4.7;1.9
641;-32.919;-70.186;112.9;3.8;2;1.4
642;-33.089;-72.077;6.2;3.6;1.6;1.1
643;-33.606;-70.415;95.4;3;1.2;0.8
644;-32.59;-71.964;23.4;3.6;22.9;1.35
645;-35.336;-72.624;23.8;3.7;3.7;1.35
646;-33.778;-72.013;30.4;3.5;4.8;1.35
647;-33.326;-71.247;48.9;3.8;3.7;0.7
648;-33.102;-70.685;28.9;3.8;1.2;3.15
649;-32.774;-71.561;47.6;3.5;0.4;0.5
650;-32.197;-71.87;13.8;4.1;11.6;4.75
651;-32.227;-71.79;11.9;4;14.1;5.7
652;-32.188;-71.808;14.8;3.9;15.2;6.1
653;-31.901;-71.673;31.2;0;1.5;1.35
654;-32.25;-71.739;6.6;0;14.4;5.7
655;-34.233;-70.904;84;0;1.9;1.2
656;-33.148;-70.319;103.6;0;2.7;2.8
657;-29.699;-69.817;10.1;0;2.7;1.25
658;-35.131;-70.314;14.1;4.2;4.8;2.5
659;-33.254;-72.241;14.6;3.3;9;3.75
660;-32.426;-70.356;116.3;0;3.1;2.55
661;-32.107;-71.971;21.6;4.7;2.4;0.95
662;-32.436;-71.444;46.1;3.3;1;0.75
663;-35.252;-72.736;14.3;3.8;3.9;1.75
664;-35.375;-72.633;14.6;4.2;2.3;1.4
665;-32.517;-71.755;11.2;4.6;2.5;1.5
666;-35.425;-70.716;11.6;3.7;5.7;2.85
667;-32.528;-71.571;15;3.9;4.6;1.85
668;-30.232;-71.53;51;4.3;4.2;1.05
669;-32.004;-71.552;40.3;4;1.1;1.1
670;-32.174;-72.081;36.1;4;1.4;1.25
671;-31.726;-70.413;123.9;3.5;4.1;2.55
672;-32.108;-71.97;28.9;4.1;4.1;2.95
673;-32.632;-71.274;93.8;3;3.3;1.9
674;-33.703;-70.248;121.7;2.6;1.2;1
675;-34.304;-70.193;6.9;4;1;0.9
676;-34.28;-70.209;5;4.3;1.6;1.35
677;-33.414;-71.324;45.3;4.2;1.4;0.6
678;-32.323;-72.174;15.3;4.3;35.3;14.1
679;-34.15;-70.551;100.3;2.8;2.3;1.45
680;-33.492;-71.34;42.5;3.1;2.4;0.75
681;-32.166;-72.099;21.6;3.9;1.6;0.85
682;-34.246;-70.266;2.9;3.7;1.2;0.85
683;-34.342;-70.193;14.7;3.7;2.6;1.05
684;-31.87;-72.312;27;4;2.4;1.25
685;-33.461;-71.868;2.2;3.7;1.7;1.2
686;-32.773;-70.88;69.5;3;0.8;0.2
687;-31.933;-70.249;151.7;3.9;5.6;3.4
688;-33.911;-70.399;112;2.9;1.5;1.05
689;-30.804;-71.736;24.5;4.8;2.9;1.35
690;-30.795;-71.724;24.9;4.3;4.1;1.35
691;-30.638;-71.391;55.3;4;5.5;5.6
692;-28.059;-68.067;368.7;4.9;10.9;8
693;-32.957;-70.442;100.3;2.8;2.6;2.3
694;-34.453;-70.429;114.5;0;2.3;1.3
695;-32.23;-71.274;47.3;0;5.1;1.3
696;-31.466;-69.264;39.4;0;4.1;1.65
697;-29.277;-71.507;63.7;4.7;21;4.85
698;-34.032;-72.119;50.2;4.4;9.3;2
699;-30.776;-71.851;24.1;4.8;7.9;2.65
700;-31.447;-70.778;124.4;4.2;3.1;2.2
701;-34.245;-71.902;48.3;4.9;12.7;1.45
702;-33.701;-70.416;11;3.8;0.8;0.8
703;-32.291;-72.757;41.8;3.8;12.4;4.65
704;-32.693;-71.541;27.6;3.5;17.4;1.45
705;-33.796;-70.5;88.9;3.5;1.3;0.8
706;-32.011;-70.582;129.2;3.9;4.2;3.05
707;-32.834;-71.805;10.2;3.7;1;1.25
708;-33.53;-71.946;45.2;4.1;0.8;0.85
709;-30.992;-71.886;17.9;4.1;5.3;1.5
710;-30.911;-71.876;39;4.2;9.6;2.65
711;-33;-72.316;4.8;3.6;2.8;4.2
712;-32.613;-71.487;51.7;3.6;4.4;2
713;-33.104;-70.442;116.7;2.7;2;1.75
714;-32.674;-71.868;28.7;3.6;1.8;1.1
715;-31.076;-71.774;16.5;4.3;4.2;3.75
716;-30.501;-71.559;65.4;4;3.7;0.85
717;-32.208;-71.781;26.7;3.8;2.2;1.65
718;-31.082;-71.998;31.9;4.8;9.2;2.5
719;-31.918;-71.503;37.8;4.3;2.9;2.3
720;-27.89;-67.925;362.6;4.2;16.6;9.85
721;-33.341;-70.567;98.3;2.2;1;0.95
722;-33.866;-70.69;79.8;2.9;1.7;1.05
723;-29.256;-67.79;289.2;4.1;8.2;3.7
724;-32.644;-71.858;27;4;2.4;0.85
725;-31.979;-71.326;80.8;3.2;4.4;1.2
726;-32.768;-69.003;207.2;3.5;5.5;3.05
727;-37.257;-74.213;29.5;4.8;2.6;1.4
728;-33.891;-70.709;88.3;0;1.2;0.65
729;-32.705;-70.069;122.4;3.6;1.4;0.95
730;-31.577;-71.983;28;4.1;3.8;2.35
731;-34.565;-70.563;125.3;0;1.9;1.3
732;-32.694;-73.046;18.5;0;2.9;2.45
733;-34.948;-70.829;116.1;3.8;1;0.75
734;-33.461;-70.94;69.1;0;1.2;0.6
735;-30.4;-71.358;51.8;0;1.9;0.7
736;-34.468;-70.414;3.5;0;1.6;1.4
737;-31.633;-67.637;263;0;14.2;5.1
738;-34.208;-70.696;106.6;0;1.3;0.7
739;-28.884;-68.64;201.3;4.1;18;8.3
740;-32.915;-71.362;48.7;3.3;1.7;0.7
741;-31.885;-70.994;93.2;3.9;1.9;0.8
742;-32.48;-71.839;31.2;3.6;1.9;1.25
743;-32.059;-71.19;42.9;3.3;1;1.15
744;-29.881;-71.76;51.5;4.1;3.4;1.4
745;-31.863;-69.057;238.3;3.9;5;3.35
746;-37.223;-74.388;4.1;0;6.3;2.1
747;-31.923;-71.36;39;3.5;1.3;1.4
748;-32.449;-71.882;10.8;3.7;8.3;3.45
749;-33.473;-70.534;97.5;3.2;0.9;0.6
750;-34.341;-70.363;123.8;2.8;1.7;1.05
751;-34.128;-68.48;47.5;4.7;34.8;10.2
752;-32.708;-70.294;98.5;3.3;2;2.1
753;-30.327;-71.51;45.3;4;1.7;1.6
754;-32.064;-71.188;47;3.4;1.7;1.8
755;-35.055;-71.173;99.7;4;1.5;1.2
756;-33.989;-70.184;6.9;0;1;0.85
757;-34.566;-71.713;44.4;3.8;1.5;1
758;-32.743;-70.815;74.7;3.9;0.9;0.55
759;-31.64;-67.831;230.3;4.4;16;5.75
760;-34.742;-72.125;51.2;4;12.7;1.3
761;-31.289;-70.474;144;3.6;4.5;2.75
762;-33.203;-70.361;102.2;2.7;0.8;0.55
763;-36.744;-71.883;92.5;3.6;4.1;1.35
764;-33.088;-70.306;117.6;3.5;1.1;0.65
765;-32.751;-70.606;47.1;3.6;0.7;0.9
766;-35.691;-71.438;85;2.9;1.8;1.5
767;-30.637;-71.933;17.5;4.5;9;2.25
768;-31.028;-69.33;228.9;3.9;10.5;8.1
769;-32.653;-71.66;6.9;4;2.4;1.1
770;-30.047;-71.556;44.2;4.3;10.4;6.25
771;-32.237;-69.831;147.7;2.9;2.4;1.65
772;-36.326;-70.91;195;2.5;5;4.2
773;-34.48;-70.631;117.2;3.2;0.7;0.7
774;-34.397;-71.301;65.4;0;2.3;0.9
775;-31.84;-69.929;148.4;3;4.3;3.3
776;-34.496;-71.89;37;3.7;2.3;1.35
777;-31.366;-69.887;171;3.6;2.9;1.95
778;-32.693;-71.821;8.8;4.3;1.6;1.05
779;-32.815;-69.191;199.5;3.9;2.9;1.9
780;-28.054;-67.474;240;4.1;37.6;13.55
781;-35.162;-72.158;57.9;3.6;5.7;1.7
782;-36.34;-72.604;47.6;4;10.4;4.95
783;-35.297;-71.065;108.1;3.6;2.3;1.95
784;-33.581;-70.966;65.9;2.2;2.6;0.75
785;-34.231;-71.847;37;0;4.2;1.25
786;-32.459;-71.517;15.6;3.4;10.2;1.8
787;-33.908;-70.339;116.6;0;2;1.5
788;-32.725;-69.25;170.8;0;3.9;2.3
789;-32.031;-71.491;47.6;3.8;3.1;1.1
790;-33.455;-70.707;90.4;3.3;1.6;0.85
791;-31.934;-70.334;129;3.7;2.1;1.2
792;-32.554;-70.893;72.7;3.2;1.6;0.9
793;-31.648;-72.124;19.4;4.3;1.2;0.7
794;-28.494;-71.408;23.7;4.4;1.8;0.65
795;-30.634;-71.853;47.3;4.6;3.5;1.3
796;-31.815;-69.878;137.3;3.1;4.5;2.9
797;-32.481;-71.905;23.7;4;1.5;0.55
798;-31.603;-70.174;154.5;3.9;2;1.4
799;-30.214;-72.634;33.4;4.6;2.4;1.3
800;-33.405;-70.388;104.2;2.8;2.5;1.8
801;-32.712;-71.759;9.9;3.7;1.5;1.2
802;-32.715;-71.739;8.2;3.8;1.3;0.65
803;-35.859;-70.277;195.3;0;2.9;2.2
804;-33.917;-70.264;115.3;4.3;1;0.7
805;-34.309;-68.848;4;4.5;15.8;6.45
806;-34.885;-71.605;69.4;0;13.5;12.8
807;-32.073;-70.257;113.6;3.6;2.6;1.95
808;-33.042;-71.817;38.1;3.1;2.7;1.5
809;-32.45;-71.038;80.9;3.9;2.3;0.8
810;-32.13;-71.143;70.8;2.6;3.2;1.45
811;-34.734;-70.803;109.1;3;1.1;0.7
812;-30.736;-71.304;87.2;3.9;6.1;2.2
813;-31.659;-69.539;12.8;4.5;3.6;2.45
814;-31.684;-69.601;1.5;4.3;7.5;3.85
815;-31.673;-69.539;4;0;3.8;2.35
816;-37.064;-72.082;164.4;3.9;3.3;4.6
817;-34.017;-71.265;58.4;3.6;0.9;0.4
818;-32.357;-71.862;6.3;4.2;8.3;3.45
819;-30.932;-71.392;43.6;4;12;3.7
820;-34.549;-71.072;91.6;3.5;0.7;0.45
821;-33.382;-70.398;101.3;2.3;2.7;1.45
822;-30.533;-72.294;24.9;4.5;40.2;12.35
823;-33.715;-69.905;1.6;3.7;1.1;0.8
824;-31.561;-69.566;213.5;4.4;4.5;3.3
825;-31.146;-71.885;32;4;3.1;0.8
826;-31.541;-71.394;20.2;3.8;3;1.65
827;-32.603;-71.683;4.9;3.8;1.2;0.55
828;-33.132;-70.009;114;3;1.1;0.65
829;-32.253;-70.404;5.6;3.6;1.6;1.4
830;-34.445;-70.687;97.5;3.3;1.4;0.9
831;-32.78;-70.285;111.3;2.5;1.9;1.75
832;-33.777;-70.606;81.3;3.4;1.2;0.7
833;-34.581;-70.947;85.2;3.3;0.7;0.55
834;-32.702;-71.77;22;4.1;3.6;0.55
835;-31.923;-71.812;6.6;4;2;1.15
836;-32.399;-71.728;40.1;3.9;1.1;1.1
837;-34.692;-71.95;12;3.8;1.3;0.6
838;-32.347;-71.601;40.9;4;1;1
839;-33.896;-70.36;118.6;3.4;1.2;0.8
840;-34.799;-72.577;19;4;2.8;0.6
841;-34.319;-70.872;92.3;2.9;1.1;0.8
842;-30.519;-71.493;57.1;3.9;11.9;2.05
843;-33.182;-70.173;109;3.7;3.7;3.55
844;-32.555;-71.838;56.3;3.7;36.3;21.5
845;-34.339;-70.335;112.1;3.6;4.4;6.2
846;-32.311;-71.327;115;4.2;41.4;32.05
847;-32.342;-71.813;16.2;4;14.5;4.85
848;-32.736;-71.093;51.3;3.7;3.9;3.1
849;-32.99;-71.667;9.1;3.8;46.1;88
850;-35.753;-73.061;9.1;4.2;9.1;8.4
851;-33.025;-71.641;0;3.8;48.9;72.4
852;-33.365;-70.153;9.4;4.3;2.1;2.7
853;-33.909;-70.342;119.6;4.2;5.4;5.7
854;-32.904;-71.652;7.3;3.9;50.9;78.25
855;-32.728;-71.858;0;4.2;74.5;76.5
856;-34.301;-70.567;98.3;3.8;4.5;4.35
857;-32.307;-71.903;18.8;4.2;8.1;5.3
858;-32.548;-71.549;45.3;3.7;2.9;5.3
859;-33.431;-70.459;98.2;3.8;3.5;3.35
860;-31.288;-69.2;141.7;4.3;14.8;7.6
861;-32.38;-69.891;134.4;3.8;9.2;9.6
862;-34.372;-70.062;123.6;3.8;4.5;6.45
863;-32.835;-71.659;0;3.8;44.2;53.55
864;-31.761;-70.756;105.7;4.2;9.5;7.85
865;-27.245;-70.778;73.9;4.8;29.4;24.35
866;-35.017;-71.065;100;3.6;4.7;4.45
867;-32.057;-71.95;13.1;4.7;5.4;3.95
868;-32.06;-71.931;19.9;4.6;3.7;4.3
869;-34.326;-70.196;6.3;3.3;2.6;3.85
870;-32.257;-71.493;59.3;4.3;7.5;2.3
871;-32.68;-71.64;5.3;3.6;3.8;4
872;-34.111;-71.571;48.2;3.1;5;4.15
873;-35.218;-71.198;93;3.6;4.4;4.75
874;-34.027;-71.431;43.1;3.4;4.5;3.3
875;-31.221;-68.582;257.9;4.4;31.3;23
876;-31.564;-69.753;158.7;4.3;9.6;7.2
877;-32.892;-71.04;58.9;3.8;5.3;3.6
878;-32.25;-71.721;3.1;4;32.6;19.75
879;-34.01;-72.345;6.5;4.4;16.9;10.15
880;-32.302;-71.74;22.5;4.4;6.9;4.6
881;-33.998;-72.237;2.3;3.8;3.5;4
882;-34.011;-72.236;2.5;4;2.7;2.95
883;-34.014;-72.324;0.6;3.7;3.9;4.1
884;-32.61;-71.839;35.7;3.9;5.2;6.6
885;-32.788;-71.182;50.7;3.8;3.8;2.25
886;-34.512;-70.706;109.2;4.1;3.6;3.95
887;-31.824;-71.097;87.3;3.8;9.2;4.4
888;-32.049;-70.555;103.9;4.2;7.1;4.05
889;-32.875;-68.679;8.2;4.2;31.6;18.65
890;-35.752;-71.791;7;3.8;3.3;8.5
891;-30.292;-72.21;15.1;4.7;35.9;14.75
892;-31.686;-72.249;19.9;4.3;6.4;5.6
893;-31.367;-69.663;152.1;4.2;13.8;8.8
894;-31.63;-72.013;0.8;4.2;18.4;14.4
895;-32.78;-71.028;69.7;3.7;3.4;2.85
896;-33.319;-70.192;102.2;3.3;5.7;5.75
897;-31.653;-68.794;232.8;4.3;25.7;20.5
898;-32.745;-70.791;81.4;3.5;4.4;4.95
899;-35.31;-71.195;112;3.5;8.7;10.25
900;-33.925;-70.29;116.5;3.7;6.1;6.85
901;-34.83;-69.798;0;3.8;42.2;27.75
902;-31.657;-71.796;47.4;3.9;6.1;5.25
903;-32.586;-71.71;9.7;4;3.5;3
904;-33.394;-71.54;49.6;4.1;4.9;2.9
905;-29.643;-71.203;31.8;4.4;3.1;5.3
906;-32.507;-71.761;25.9;3.9;11.1;4.6
907;-32.836;-70.768;77.5;4;3.3;2.7
908;-32.588;-70.778;79.8;3.3;6;6.1
909;-33.414;-70.534;90.5;3.4;4.3;3.1
910;-31.311;-71.909;25.5;4.3;4.8;4.65
911;-31.3;-71.906;13.8;4.3;11.2;8.65
912;-34.449;-71.147;71.4;3.4;4.5;3.15
913;-33.66;-71.133;64.6;3.3;3.5;2.05
914;-31.697;-70.457;0;4.4;920.5;882.3
915;-34.654;-71.317;78;3.7;4.8;4.25
916;-33.344;-72.036;15;4;2.4;3.15
917;-31.155;-69.589;180.2;4.7;12.4;10.65
918;-34.515;-70.454;126.2;3.5;4.1;4.4
919;-34.794;-72.164;12.1;4.3;6.7;4.6
920;-31.675;-69.904;151.6;3.8;14;16.3
921;-33.899;-70.223;116.1;3.6;4;4.15
922;-33.372;-70.116;4.9;3.5;5.2;5.25
923;-34.044;-70.186;111.9;3.5;5.7;6.25
924;-33.486;-68.714;0;4;40.5;22.3
925;-33.232;-69.201;15;4.2;28.5;16.2
926;-34.472;-70.396;4.3;3.7;3.3;4.7
927;-33.962;-70.379;114.1;3.6;4.5;4.4
928;-33.028;-70.314;108.5;3.5;4.6;4
929;-34.037;-70.145;4.4;3.7;2.7;3.45
930;-32.263;-71.828;15.2;4;31.7;19.75
931;-34.975;-70.769;120.7;3.5;4.7;4.85
932;-32.64;-71.65;15;3.6;3.6;4.15
933;-33.935;-68.481;0;4.1;15;11.75
934;-31.489;-70.973;39;4.2;7.2;13.15
935;-32.358;-71.757;9.9;4.3;22.3;13.8
936;-33.356;-70.384;92.8;3.4;3.4;3.1
937;-32.979;-70.178;118;3.5;6.6;6.65
938;-32.788;-72.157;30.3;3.8;5.7;5.4
939;-34.648;-71.259;64.5;3.2;7.6;7
940;-32.501;-68.223;260.2;4.6;11;9.2
941;-35.834;-73.743;55;3.8;19.2;11.9
942;-32.847;-71.134;57.9;3.7;3.8;2.4
943;-31.02;-71.183;54.7;4.2;8.6;7.45
944;-32.461;-72.058;21;4;8.1;4.75
945;-33.681;-70.242;109.4;4;4.4;4.15
946;-29.268;-71.299;54.3;4.9;10.9;7.1
947;-33.745;-71.421;47.3;4.1;2.1;2.25
948;-29.667;-71.276;37.4;4.2;3.5;6.35
949;-32.288;-71.859;0;4.3;3.6;3.35
950;-33.578;-69.986;1.6;3.4;3.4;3.85
951;-31.74;-70.302;129.2;3.5;9.2;13.05
952;-36.058;-71.456;105.2;3.7;7.5;9.75
953;-31.265;-71.717;11.3;4;7.6;7.85
954;-31.94;-71.455;15;3.8;999.9;5.35
955;-31.41;-69.853;162.2;4;14.4;10.95
956;-32.384;-70.547;96.9;3.4;6;7.3
957;-33.877;-70.437;96.9;3.5;3.4;3.35
958;-32.433;-70.723;75.4;3.8;5.7;6.1
959;-32.486;-72;10.3;3.8;36.2;22.7
960;-33.267;-70.93;73.3;3.3;6.7;4.2
961;-34.999;-70.648;128.5;3.8;5.8;6.75
962;-35.004;-70.649;128.3;3.3;4;4.8
963;-32.784;-71.559;25.8;3.3;6.8;3.85
964;-32.775;-70.279;112.4;3.3;9.7;10.35
965;-32.773;-70.284;111.6;2.6;9.1;9.8
966;-31.505;-69.453;161;4.1;16.1;10.45
967;-34.132;-70.057;7.8;3.3;3.5;5.2
968;-32.921;-70.78;75;4.3;3.5;2.45
969;-32.336;-71.425;40.7;3.6;3.3;3.5
970;-32.082;-71.012;87.4;3.5;8.9;7.15
971;-31.87;-71.722;32.3;4.1;4.8;5
972;-33.388;-70.515;94.2;4;3;2.55
973;-31.544;-69.666;140.2;3.8;14.5;8.7
974;-32.638;-71.478;7.6;3.5;4.1;4.7
975;-35.227;-71.228;104;3.5;6.1;6.5
976;-34.16;-70.447;110.1;3.5;4.8;7.3
977;-33.594;-71.061;66.7;3.5;3.6;2.15
978;-32.048;-71.672;47.6;3.7;650.9;5.95
979;-34.01;-70.114;1;3.7;3.3;3.9
980;-32.083;-71.789;15.1;4.1;9.5;5
981;-30.782;-70.371;152.1;4;5.8;5.65
982;-35.376;-70.895;113.1;3.3;8.8;8.65
983;-34.34;-72.579;0;3.6;14.6;8.8
984;-34.137;-71.266;64.3;3.4;4.9;2.8
985;-32.52;-71.911;0;3.6;6.8;4
986;-34.467;-71.497;62.4;3.5;9.8;5.55
987;-34.854;-70.7;93.4;3.4;7;6.85
988;-32.541;-71.642;22.9;3.5;7.9;5.5
989;-28.224;-71.08;35;4.5;8.1;9
990;-28.95;-69.809;60.8;4.2;999.9;295.85
991;-31.697;-71.883;4.6;3.8;9.4;8.5
992;-35.649;-71.411;98;3.8;8.7;8.8
993;-34.088;-70.775;77.8;3.2;5.7;5.75
994;-37.805;-71.922;145;4.4;433.8;384.45
995;-30.73;-71.991;0;4;5.1;4.55
996;-33.909;-70.405;120;3.7;4.6;4.95
997;-30.768;-71.467;52.7;4;8.6;8.75
998;-27.837;-71.456;1.5;4.5;4.4;4.85
999;-33.396;-71.987;10.8;4;2.7;3.05
1000;-32.842;-70.468;97.9;3.6;3;3.25
1001;-34.731;-72.346;15;3.7;28.8;18.1
1002;-36.428;-70.93;206.2;4.3;7.3;7.95
1003;-33.259;-70.718;102.2;3.1;6.8;9.1
1004;-31.484;-71.751;32.4;3.9;6.4;8.9
1005;-34.25;-70.464;118.8;4;6.2;7.2
1006;-39.472;-72.235;47.3;4.4;999.9;180.65
1007;-31.696;-72.997;46.1;4.5;15.6;7.3
1008;-36.019;-71.683;81.2;3.9;15.8;13.35
1009;-32.503;-71.628;0.9;4;3.7;4.4
1010;-31.786;-69.394;170.7;3.7;13.5;8.9
1011;-32.581;-69.051;0;3.8;41.4;25.25
1012;-32.901;-71.221;55.5;3.2;7.9;5.05
1013;-31.531;-72.118;49.4;3.6;708.7;12.3
1014;-33.469;-70.093;7.5;3.1;4.7;6.9
1015;-33.988;-70.09;4.3;3.4;3.4;4.6
1016;-34.01;-70.431;4.7;3.5;2;2.25
1017;-33.899;-70.287;115.6;3.4;5.3;4.9
1018;-33.616;-70.627;24;3;4.9;3.05
1019;-30.637;-71.348;44.8;4;2.9;3.8
1020;-33.467;-72.262;36.1;4;4.4;4.35
1021;-32.459;-69.193;0.1;4.3;11.7;7.5
1022;-32.146;-70.151;115.5;3.3;14.9;15.25
1023;-32.828;-70.746;77.7;3.8;3.5;2.85
1024;-31.705;-71.855;25.2;4.6;4.1;4.15
1025;-31.476;-69.64;156.1;4;12.2;8.65
1026;-31.231;-69.102;163.9;4.2;20.5;10.25
1027;-29.053;-67.583;153.2;4.5;84.5;21.4
1028;-32.713;-71.072;54.7;4;5;2.85
